line_id,timestamp,host,source,message
737,2026-03-15 15:38:22,fw01,firewall,ALLOW tcp 10.20.9.33:45077 -> 10.20.2.21:443 bytes=20370
738,2026-03-15 15:52:10,db01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
739,2026-03-15 16:31:12,app01,sshd,Accepted publickey for swilliams from 10.20.9.48 port 56698 ssh2
740,2026-03-15 16:36:11,web01,sshd,pam_unix(sshd:session): session opened for user swilliams by (uid=0)
741,2026-03-15 16:45:26,web01,nginx,"203.0.113.7 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
742,2026-03-15 16:47:11,web01,sshd,Accepted publickey for jmorales from 10.20.9.27 port 57464 ssh2
743,2026-03-15 16:54:08,vpn01,systemd,Started Session 7688 of user monitor.
744,2026-03-15 16:55:47,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 324"
745,2026-03-15 17:10:03,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
746,2026-03-15 17:14:45,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=3 HTTP/1.1"" 200 1418"
747,2026-03-15 17:19:42,web01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
748,2026-03-15 17:20:59,db01,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
749,2026-03-15 17:25:07,fw01,firewall,ALLOW tcp 10.20.9.96:52992 -> 10.20.2.21:443 bytes=44014
750,2026-03-15 17:43:22,web02,sudo,swilliams : TTY=pts/0 ; PWD=/home/swilliams ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
751,2026-03-15 17:56:14,web01,sshd,Failed password for swilliams from 10.20.9.27 port 47969 ssh2
752,2026-03-15 17:59:34,fw01,firewall,DENY tcp 198.51.100.42:46786 -> 10.20.1.11:23 bytes=0
753,2026-03-15 18:14:15,vpn01,sshd,Accepted publickey for rpatel from 10.20.9.72 port 55562 ssh2
754,2026-03-15 18:24:19,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
755,2026-03-15 18:41:23,app02,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
756,2026-03-15 18:42:04,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
757,2026-03-15 18:54:54,fw01,firewall,DENY tcp 203.0.113.7:51685 -> 10.20.1.11:23 bytes=0
758,2026-03-15 18:58:45,fw01,firewall,ALLOW tcp 10.20.9.61:49347 -> 10.20.1.11:443 bytes=13753
759,2026-03-15 19:08:31,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 308"
760,2026-03-15 19:09:02,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
761,2026-03-15 19:09:05,vpn01,sshd,Accepted publickey for swilliams from 10.20.9.96 port 55912 ssh2
762,2026-03-15 19:13:07,web02,sudo,rpatel : TTY=pts/0 ; PWD=/home/rpatel ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
763,2026-03-15 19:14:59,fw01,firewall,DENY tcp 198.51.100.42:50861 -> 10.20.1.11:23 bytes=0
764,2026-03-15 19:18:08,app02,systemd,Started Session 6838 of user swilliams.
765,2026-03-15 19:27:01,web01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
766,2026-03-15 19:44:03,app02,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
767,2026-03-15 19:54:34,db01,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
768,2026-03-15 20:10:15,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 851"
769,2026-03-15 20:23:06,web02,sshd,Accepted publickey for achen from 10.20.9.96 port 59625 ssh2
770,2026-03-15 20:24:12,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 506"
771,2026-03-15 20:25:11,vpn01,cron,(monitor) CMD (/usr/local/bin/report.sh --daily)
772,2026-03-15 20:30:24,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 701"
773,2026-03-15 20:32:55,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=33 HTTP/1.1"" 200 1949"
774,2026-03-15 20:33:00,web01,sshd,Accepted publickey for backup from 10.20.9.61 port 41199 ssh2
